collections,authors,date,licence,status,datatype,rights,keywords,description
10.34847/nkl.3ccej219;10.34847/nkl.983cx3m9,ANR Experts,2022-12-20,PDM,pending,http://purl.org/coar/resource_type/c_c513,"1eeb031a-82fd-11ed-8aef-5254008c9c26,ROLE_ADMIN","histoire de l'art;archives;droit;procès-verbaux;experts;Paris","Procès-verbaux d'expertise de la sous-série Z1J des Archives nationales" 

